date,platform,campaign_id,campaign_name,objective,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,conversion_value,video_views,video_watch_25,video_watch_50,video_watch_75,video_watch_100,likes,shares,comments,reach,frequency,quality_score,search_impression_share,engagements,engagement_rate,ctr,cpc,cpm,cvr,cpa,roas,video_view_rate,video_completion_rate,source_file
2024-01-29,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,44567,878,570.80,23,1150.00,,,,,,,,,,,7.0000,0.4400,,,0.0197,0.65,12.81,0.0262,24.82,2.0147,,,02_google_ads.csv
2024-01-29,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,68456,2289,419.50,66,3300.00,,,,,,,,,,,8.0000,0.6700,,,0.0334,0.18,6.13,0.0288,6.36,7.8665,,,02_google_ads.csv
2024-01-29,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,131234,467,128.90,13,650.00,,,,,,,,,,,7.0000,0.3400,,,0.0036,0.28,0.98,0.0278,9.92,5.0427,,,02_google_ads.csv
2024-01-29,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,289012,4234,556.70,43,,234567,182345,114567,77234,51234,10345,2789,656,,,,,13790,0.0477,0.0146,0.13,1.93,0.0102,12.95,,0.8116,0.2184,03_tiktok_ads.csv
2024-01-29,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,156789,3012,812.30,82,,109876,81234,54678,41234,27567,5456,1567,289,,,,,7312,0.0466,0.0192,0.27,5.18,0.0272,9.91,,0.7008,0.2509,03_tiktok_ads.csv
2024-01-29,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,245678,3890,467.80,34,,195678,148234,117234,75234,45789,8567,2345,567,,,,,11479,0.0467,0.0158,0.12,1.90,0.0087,13.76,,0.7965,0.2340,03_tiktok_ads.csv
2024-01-29,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,423456,6890,1056.80,107,,356789,289234,231456,164567,109234,18890,5456,1489,,,,,25835,0.0610,0.0163,0.15,2.50,0.0155,9.88,,0.8426,0.3062,03_tiktok_ads.csv
2024-01-30,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,49234,1001,142.80,16,,9012,,,,,,,,41567,1.1800,,,,0.0203,0.0203,0.14,2.90,0.0160,8.93,,0.1830,,01_facebook_ads.csv
2024-01-30,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,14123,645,236.90,41,,1423,,,,,,,,11123,1.2700,,,,0.0457,0.0457,0.37,16.77,0.0636,5.78,,0.1008,,01_facebook_ads.csv
2024-01-30,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,37890,1412,216.50,30,,4956,,,,,,,,30890,1.2300,,,,0.0373,0.0373,0.15,5.71,0.0212,7.22,,0.1308,,01_facebook_ads.csv
2024-01-30,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,72123,261,91.30,7,,48567,,,,,,,,58890,1.2200,,,,0.0036,0.0036,0.35,1.27,0.0268,13.04,,0.6734,,01_facebook_ads.csv
2024-01-30,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,25456,1334,254.60,50,2500.00,,,,,,,,,,,9.0000,0.9200,,,0.0524,0.19,10.00,0.0375,5.09,9.8193,,,02_google_ads.csv
2024-01-30,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,45890,912,587.70,24,1200.00,,,,,,,,,,,7.0000,0.4500,,,0.0199,0.64,12.81,0.0263,24.49,2.0419,,,02_google_ads.csv
2024-01-30,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,70234,2367,432.10,68,3400.00,,,,,,,,,,,8.0000,0.6700,,,0.0337,0.18,6.15,0.0287,6.35,7.8685,,,02_google_ads.csv
2024-01-30,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,133456,478,131.20,14,700.00,,,,,,,,,,,7.0000,0.3500,,,0.0036,0.27,0.98,0.0293,9.37,5.3354,,,02_google_ads.csv
2024-01-30,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,295678,4345,573.20,44,,241234,188234,117890,79234,52789,10567,2856,667,,,,,14090,0.0477,0.0147,0.13,1.94,0.0101,13.03,,0.8159,0.2188,03_tiktok_ads.csv
2024-01-30,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,161234,3089,823.70,83,,113456,83567,56234,42345,28234,5523,1589,301,,,,,7413,0.0460,0.0192,0.27,5.11,0.0269,9.92,,0.7037,0.2489,03_tiktok_ads.csv
2024-01-30,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,251234,3967,481.50,35,,198901,150567,119234,76890,46567,8678,2378,556,,,,,11612,0.0462,0.0158,0.12,1.92,0.0088,13.76,,0.7917,0.2341,03_tiktok_ads.csv
2024-01-30,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,434567,7012,1089.30,109,,367890,296234,237890,168234,111234,19234,5534,1523,,,,,26291,0.0605,0.0161,0.16,2.51,0.0155,9.99,,0.8466,0.3024,03_tiktok_ads.csv
